Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
176	363	0	1.24715256	101324.215	101324.214	101324.212	101324.215	0.00274320324	0.00566253224	0	0	0	0	3
177	369	0	1.25423865	101324.215	101324.214	101324.212	101324.215	0.00278631772	0.00566253224	0	0	0	0	3
178	374	0	1.26132475	101324.215	101324.214	101324.212	101324.215	0.00282808419	0.00566253224	0	0	0	0	3
179	381	0	1.26841084	101324.215	101324.214	101324.212	101324.215	0.00278966597	0.00566253224	0	0	0	0	3
180	388	0	1.27549693	101324.215	101324.214	101324.212	101324.215	0.00269639227	0.00566253224	0	0	0	0	3
181	394	0	1.28258303	101324.215	101324.214	101324.212	101324.215	0.00264192744	0.00566253224	0	0	0	0	3
182	400	0	1.28966912	101324.215	101324.214	101324.212	101324.215	0.00264192744	0.00566253224	0	0	0	0	3
183	407	0	1.29675522	101324.215	101324.214	101324.212	101324.215	0.00264192744	0.00566253224	0	0	0	0	3
184	414	0	1.30384131	101324.215	101324.214	101324.212	101324.215	0.00264192744	0.00566253224	0	0	0	0	3
185	421	0	1.31092741	101324.215	101324.214	101324.212	101324.215	0.00264192744	0.00566253224	0	0	0	0	3
186	427	0	1.3180135	101324.214	101324.214	101324.212	101324.215	0.00264192744	0.00566253224	0	0	0	0	3
187	433	0	1.32509959	101324.214	101324.214	101324.212	101324.215	0.00264192744	0.00566253224	0	0	0	0	3
188	439	0	1.33218569	101324.214	101324.214	101324.212	101324.215	0.00264192744	0.00566253224	0	0	0	0	3
189	445	0	1.33927178	101324.214	101324.214	101324.212	101324.215	0.00264192744	0.00566253224	0	0	0	0	3
190	451	0	1.34635788	101324.214	101324.214	101324.212	101324.215	0.00264192744	0.00566253224	0	0	0	0	3
191	458	0	1.35344397	101324.214	101324.214	101324.212	101324.215	0.00264192744	0.00566253224	0	0	0	0	3
192	465	0	1.36053006	101324.214	101324.214	101324.212	101324.215	0.00264192744	0.00566253224	0	0	0	0	3
193	472	0	1.36761616	101324.214	101324.214	101324.212	101324.215	0.00264192744	0.00566253224	0	0	0	0	3
194	478	0	1.37470225	101324.214	101324.214	101324.212	101324.215	0.00264192744	0.00566253224	0	0	0	0	3
195	485	0	1.38178835	101324.213	101324.214	101324.212	101324.215	0.0026283231	0.00566253224	0	0	0	0	3
196	491	0	1.38887444	101324.213	101324.214	101324.212	101324.215	0.00258986013	0.00566253224	0	0	0	0	3
197	497	0	1.39596053	101324.213	101324.214	101324.213	101324.215	0.00250033662	0.00566253224	0	0	0	0	3
198	504	0	1.40304663	101324.213	101324.214	101324.213	101324.215	0.00240619596	0.00566253224	0	0	0	0	3
199	509	0	1.41013272	101324.213	101324.214	101324.213	101324.215	0.00230776273	0.00566253224	0	0	0	0	3
200	516	0	1.41721882	101324.213	101324.214	101324.213	101324.215	0.00220960932	0.00566253224	0	0	0	0	3
201	529	0	1.42430491	101324.213	101324.214	101324.213	101324.215	0.002115732	0.00566253224	0	0	0	0	3
202	536	0	1.431391	101324.212	101324.214	101324.212	101324.215	0.0020268323	0.00566253224	0	0	0	0	3
203	542	0	1.4384771	101324.212	101324.214	101324.212	101324.215	0.00194330742	0.00566253224	0	0	0	0	3
204	547	0	1.44556319	101324.212	101324.214	101324.212	101324.215	0.00186595075	0.00566253224	0	0	0	0	3
205	552	0	1.45264929	101324.212	101324.214	101324.212	101324.215	0.00179266423	0.00566253224	0	0	0	0	3
206	557	0	1.45973538	101324.212	101324.214	101324.212	101324.215	0.00172277204	0.00566253224	0	0	0	0	3
207	562	0	1.46682148	101324.212	101324.214	101324.212	101324.215	0.00165803049	0.00566253224	0	0	0	0	3
208	566	0	1.47390757	101324.212	101324.214	101324.212	101324.215	0.00159727078	0.00566253224	0	0	0	0	3
209	572	0	1.48099366	101324.212	101324.214	101324.212	101324.215	0.00154116479	0.00566253224	0	0	0	0	3
210	577	0	1.48807976	101324.211	101324.214	101324.211	101324.215	0.00148956254	0.00566253224	0	0	0	0	3
211	582	0	1.49516585	101324.211	101324.214	101324.211	101324.215	0.00144322842	0.00566253224	0	0	0	0	3
212	587	0	1.50225195	101324.211	101324.214	101324.211	101324.215	0.00140257986	0.00566253224	0	0	0	0	3
213	591	0	1.50933804	101324.211	101324.214	101324.211	101324.215	0.00136889462	0.00566253224	0	0	0	0	3
214	596	0	1.51642413	101324.211	101324.214	101324.211	101324.215	0.00134192873	0.00566253224	0	0	0	0	3
215	601	0	1.52351023	101324.211	101324.214	101324.211	101324.215	0.00132169516	0.00566253224	0	0	0	0	3
216	607	0	1.53059632	101324.211	101324.214	101324.211	101324.215	0.00131654955	0.00566253224	0	0	0	0	3
217	612	0	1.53768242	101324.211	101324.214	101324.211	101324.215	0.00131654955	0.00566253224	0	0	0	0	3
218	616	0	1.54476851	101324.211	101324.214	101324.211	101324.215	0.00131654955	0.00566253224	0	0	0	0	3
219	621	0	1.5518546	101324.211	101324.214	101324.211	101324.215	0.00131654955	0.00566253224	0	0	0	0	3
220	626	0	1.5589407	101324.211	101324.214	101324.211	101324.215	0.00131654955	0.00566253224	0	0	0	0	3
221	631	0	1.56602679	101324.211	101324.214	101324.211	101324.215	0.00131654955	0.00566253224	0	0	0	0	3
222	635	0	1.57311289	101324.211	101324.213	101324.211	101324.215	0.00131654955	0.00566253224	0	0	0	0	3
223	640	0	1.58019898	101324.211	101324.213	101324.211	101324.215	0.00131654955	0.00566253224	0	0	0	0	3
224	645	0	1.58728507	101324.211	101324.213	101324.211	101324.215	0.00131654955	0.00566253224	0	0	0	0	3
225	650	0	1.59437117	101324.211	101324.213	101324.211	101324.215	0.00131654955	0.00566253224	0	0	0	0	3
226	654	0	1.60145726	101324.211	101324.213	101324.211	101324.215	0.00131461651	0.00566253224	0	0	0	0	3
227	659	0	1.60854336	101324.211	101324.213	101324.211	101324.215	0.00130874668	0.00566253224	0	0	0	0	3
228	663	0	1.61562945	101324.212	101324.213	101324.211	101324.215	0.00129819373	0.00566253224	0	0	0	0	3
229	668	0	1.62271555	101324.211	101324.213	101324.211	101324.215	0.00128248158	0.00566253224	0	0	0	0	3
230	673	0	1.62980164	101324.212	101324.213	101324.211	101324.215	0.00126124489	0.00566253224	0	0	0	0	3
231	678	0	1.63688773	101324.212	101324.213	101324.211	101324.215	0.00123402418	0.00566253224	0	0	0	0	3
232	683	0	1.64397383	101324.212	101324.213	101324.211	101324.215	0.00124030394	0.00566253224	0	0	0	0	3
233	687	0	1.65105992	101324.212	101324.213	101324.211	101324.215	0.0012775607	0.00566253224	0	0	0	0	3
234	692	0	1.65814602	101324.212	101324.213	101324.211	101324.215	0.00131531422	0.00566253224	0	0	0	0	3
235	698	0	1.66523211	101324.212	101324.213	101324.211	101324.215	0.00135625353	0.00566253224	0	0	0	0	3
236	702	0	1.6723182	101324.212	101324.213	101324.211	101324.215	0.00139882992	0.00566253224	0	0	0	0	3
237	707	0	1.6794043	101324.211	101324.213	101324.211	101324.215	0.0014432507	0.00566253224	0	0	0	0	3
238	712	0	1.68649039	101324.211	101324.213	101324.211	101324.215	0.00148840724	0.00566253224	0	0	0	0	3
239	717	0	1.69357649	101324.211	101324.213	101324.211	101324.215	0.00153436963	0.00566253224	0	0	0	0	3
240	722	0	1.70066258	101324.212	101324.213	101324.211	101324.215	0.00157993419	0.00566253224	0	0	0	0	3
