Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
157	323	0	1.11251677	26.053339	26.0630023	25.9433116	26.1942451	0.247198403	1.74688506	0	100	0	0	3
158	325	0	1.11960287	26.0814581	26.0644177	25.9433116	26.1942451	0.241151515	1.74688506	0	100	0	0	3
159	327	0	1.12668896	26.0595658	26.0644657	25.9433116	26.1942451	0.229164545	1.74688506	0	100	0	0	3
160	329	0	1.13377505	26.0804719	26.0649859	25.9433116	26.1942451	0.220425013	1.74688506	0	100	0	0	3
161	331	0	1.14086115	26.0563522	26.0642833	25.9433116	26.1942451	0.209655743	1.74688506	0	100	0	0	3
162	333	0	1.14794724	26.0764222	26.0641149	25.9433116	26.1942451	0.197924789	1.74688506	0	100	0	0	3
163	335	0	1.15503334	26.0531634	26.062715	25.9433116	26.1942451	0.186640146	1.74688506	0	100	0	0	3
164	336	0	1.16211943	26.0740897	26.06187	25.9433116	26.1942451	0.173640092	1.74688506	0	100	0	0	3
165	338	0	1.16920552	26.0459874	26.0599036	25.9433116	26.1942451	0.162463234	1.74688506	0	100	0	0	3
166	340	0	1.17629162	26.0609423	26.0585415	25.9433116	26.1942451	0.155849895	1.74688506	0	100	0	0	3
167	342	0	1.18337771	26.0256696	26.0561672	25.9433116	26.1917927	0.155849895	1.74688506	0	100	0	0	3
168	344	0	1.19046381	26.0442457	26.0546044	25.9433116	26.1917927	0.155849895	1.74688506	0	100	0	0	3
169	346	0	1.1975499	26.0150794	26.0521451	25.9433116	26.1917927	0.155849895	1.74688506	0	100	0	0	3
170	348	0	1.20463599	26.0396881	26.0505186	25.9433116	26.1917927	0.155849895	1.74688506	0	100	0	0	3
171	350	0	1.21172209	26.0186519	26.04808	25.9433116	26.1830713	0.155849895	1.74688506	0	100	0	0	3
172	352	0	1.21880818	26.0429583	26.0464924	25.9433116	26.1830713	0.155849895	1.74688506	0	100	0	0	3
173	354	0	1.22589428	26.0176523	26.0441626	25.9433116	26.1580016	0.155849895	1.74688506	0	100	0	0	3
174	356	0	1.23298037	26.0333158	26.0427059	25.9433116	26.1580016	0.155849895	1.74688506	0	100	0	0	3
175	358	0	1.24006646	26.0099581	26.0406208	25.9433116	26.1433159	0.155849895	1.74688506	0	100	0	0	3
176	363	0	1.24715256	26.0364504	26.0394845	25.9433116	26.1433159	0.155849895	1.74688506	0	100	0	0	3
177	369	0	1.25423865	26.0207826	26.0377587	25.9433116	26.1292703	0.155849895	1.74688506	0	100	0	0	3
178	374	0	1.26132475	26.0534818	26.0369859	25.9433116	26.1292703	0.155849895	1.74688506	0	100	0	0	3
179	381	0	1.26841084	26.0364313	26.0356783	25.9433116	26.1102742	0.155849895	1.74688506	0	100	0	0	3
180	388	0	1.27549693	26.0654208	26.0353803	25.9433116	26.1102742	0.155849895	1.74688506	0	100	0	0	3
181	394	0	1.28258303	26.0505458	26.034539	25.9433116	26.0963175	0.153005876	1.74688506	0	100	0	0	3
182	400	0	1.28966912	26.0772058	26.0346628	25.9433116	26.0963175	0.153005876	1.74688506	0	100	0	0	3
183	407	0	1.29675522	26.063466	26.034245	25.9433116	26.0963175	0.153005876	1.74688506	0	100	0	0	3
184	414	0	1.30384131	26.0894946	26.0346854	25.9433116	26.0963175	0.153005876	1.74688506	0	100	0	0	3
185	421	0	1.31092741	26.073391	26.0345067	25.9433116	26.0963175	0.150346647	1.74688506	0	100	0	0	3
186	427	0	1.3180135	26.0986	26.0351744	25.9433116	26.0986	0.145068353	1.74688506	0	100	0	0	3
187	433	0	1.32509959	26.0840053	26.035273	25.9433116	26.0986	0.137396547	1.74688506	0	100	0	0	3
188	439	0	1.33218569	26.1151315	26.0362304	25.9433116	26.1151315	0.12967365	1.74688506	0	100	0	0	3
189	445	0	1.33927178	26.0990023	26.0364655	25.9433116	26.1151315	0.120410644	1.74688506	0	100	0	0	3
190	451	0	1.34635788	26.1353992	26.0375088	25.9433116	26.1353992	0.111878202	1.74688506	0	100	0	0	3
191	458	0	1.35344397	26.1158307	26.0377864	25.9433116	26.1353992	0.102316782	1.74688506	0	100	0	0	3
