Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
223	640	0	1.58019898	293.199972	293.199979	293.199972	293.199985	5.43884016e-06	4.6204909e-06	0	0	0	0	3
224	645	0	1.58728507	293.199972	293.199979	293.199972	293.199984	5.62259896e-06	4.6204909e-06	0	0	0	0	3
225	650	0	1.59437117	293.199972	293.199979	293.199972	293.199984	5.8001159e-06	4.6204909e-06	0	0	0	0	3
226	654	0	1.60145726	293.199972	293.199979	293.199972	293.199984	5.97333576e-06	4.6204909e-06	0	0	0	0	3
227	659	0	1.60854336	293.199972	293.199978	293.199972	293.199984	6.13937112e-06	4.6204909e-06	0	0	0	0	3
228	663	0	1.61562945	293.199972	293.199978	293.199972	293.199984	6.30311769e-06	4.6204909e-06	0	0	0	0	3
229	668	0	1.62271555	293.199972	293.199978	293.199972	293.199984	6.46555208e-06	4.6204909e-06	0	0	0	0	3
230	673	0	1.62980164	293.199972	293.199978	293.199972	293.199984	6.62904426e-06	4.6204909e-06	0	0	0	0	3
231	678	0	1.63688773	293.199971	293.199978	293.199971	293.199984	6.79265474e-06	4.6204909e-06	0	0	0	0	3
232	683	0	1.64397383	293.199971	293.199978	293.199971	293.199984	6.95863389e-06	4.6204909e-06	0	0	0	0	3
233	687	0	1.65105992	293.199971	293.199977	293.199971	293.199984	7.12222055e-06	4.6204909e-06	0	0	0	0	3
234	692	0	1.65814602	293.199971	293.199977	293.199971	293.199984	7.28615674e-06	4.6204909e-06	0	0	0	0	3
235	698	0	1.66523211	293.199972	293.199977	293.199971	293.199984	7.44612174e-06	4.6204909e-06	0	0	0	0	3
236	702	0	1.6723182	293.199972	293.199977	293.199971	293.199984	7.60604854e-06	4.6204909e-06	0	0	0	0	3
237	707	0	1.6794043	293.199972	293.199977	293.199971	293.199984	7.76315113e-06	4.6204909e-06	0	0	0	0	3
238	712	0	1.68649039	293.199972	293.199977	293.199971	293.199984	7.92143538e-06	4.6204909e-06	0	0	0	0	3
239	717	0	1.69357649	293.199972	293.199976	293.199971	293.199984	8.07771215e-06	4.6204909e-06	0	0	0	0	3
240	722	0	1.70066258	293.199972	293.199976	293.199971	293.199984	8.23578074e-06	4.6204909e-06	0	0	0	0	3
241	726	0	1.70774867	293.199972	293.199976	293.199971	293.199984	8.39365782e-06	4.6204909e-06	0	0	0	0	3
242	731	0	1.71483477	293.199972	293.199976	293.199971	293.199984	8.55244707e-06	4.6204909e-06	0	0	0	0	3
